205;92;92
65;105;255
0;250;154
250;128;114
240;230;140
255;160;122
255;255;0
0;128;0
128;128;128
255;140;0
144;238;144
220;20;60
0;139;139
255;0;0
230;230;250
189;183;107
0;255;255
255;127;80
139;0;0
173;255;47
255;20;147
50;205;50
199;21;133
255;69;0
0;128;0
219;112;147
70;130;180
112;128;144
72;61;139
216;191;216
